station_code,official_station_name,valid_from,valid_to,station_type,data_rank,latitude,longitude,elevation_m,metadata_status,source_url,source_retrieved_at
353170240,,1982-08-02,,,,,,,unavailable,https://klimat.imgw.pl/json/stacje.json,2026-07-28
353180250,TORUŃ,1951-01-01,1965-12-31,synoptyczna,klimat,53.05,18.58333333,69,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
353180250,TORUŃ,1966-01-01,1981-12-03,synoptyczna,synop,53.05,18.58333333,69,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
353180250,TORUŃ,1981-12-04,,synoptyczna,synop,53.0419444,18.59555556,69,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
353200270,MŁAWA,1961-01-01,1965-12-31,synoptyczna,klimat,53.1166667,20.35,142,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
353200270,MŁAWA,1966-01-01,1967-12-31,synoptyczna,synop,53.1166667,20.35,142,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
353200270,MŁAWA,1968-01-01,,synoptyczna,synop,53.1041667,20.36111111,147,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
353200272,OLSZTYN,1951-01-01,1965-12-31,synoptyczna,klimat,53.7686111,20.42138889,133,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
353200272,OLSZTYN,1966-01-01,,synoptyczna,synop,53.7686111,20.42138889,133,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
353210280,MIKOŁAJKI,1952-01-01,1958-09-18,klimatologiczna,klimat,53.7833333,21.58333333,130,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
353210280,MIKOŁAJKI,1958-09-19,1965-12-31,synoptyczna,klimat,53.7891667,21.58972222,127,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
353210280,MIKOŁAJKI,1966-01-01,1977-09-25,synoptyczna,synop,53.7891667,21.58972222,127,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
353210280,MIKOŁAJKI,1977-09-26,1992-04-30,synoptyczna,synop,53.7891667,21.58972222,127,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
353210280,MIKOŁAJKI,1992-05-01,1993-12-31,klimatologiczna,tylko dok. papierowe,53.7891667,21.58972222,127,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
353210280,MIKOŁAJKI,1994-01-01,,synoptyczna,synop,53.7891667,21.58972222,127,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
353210285,OSTROŁĘKA,1951-01-01,1951-04-15,klimatologiczna,klimat,53.1,21.58333333,98,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
353210285,OSTROŁĘKA,1951-04-16,1958-01-03,synoptyczna,klimat,53.1,21.58333333,98,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
353210285,OSTROŁĘKA,1958-01-04,1965-12-31,synoptyczna,klimat,53.0833333,21.56666667,95,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
353210285,OSTROŁĘKA,1966-01-01,1987-09-14,synoptyczna,synop,53.0833333,21.56666667,95,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
353210285,OSTROŁĘKA,1987-09-15,2000-04-30,synoptyczna,synop,53.0658333,21.53388889,94,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
353210285,OSTROŁĘKA,2000-05-01,2000-05-01,synoptyczna,,53.0658333,21.53388889,94,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
353210285,,2000-05-02,,,,,,,unavailable,https://klimat.imgw.pl/json/stacje.json,2026-07-28
353230295,BIAŁYSTOK,1951-01-01,1965-12-31,synoptyczna,klimat,53.1166667,23.18333333,139,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
353230295,BIAŁYSTOK,1966-01-01,1970-09-24,synoptyczna,synop,53.1166667,23.18333333,139,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
353230295,BIAŁYSTOK,1970-09-25,,synoptyczna,synop,53.1072222,23.16222222,148,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
354150100,KOŁOBRZEG,1951-01-01,1965-12-31,synoptyczna,klimat,54.1825,15.57972222,3,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
354150100,KOŁOBRZEG,1966-01-01,1972-03-24,synoptyczna,synop,54.1825,15.57972222,3,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
354150100,KOŁOBRZEG,1972-03-25,2002-12-10,synoptyczna,synop,54.1825,15.57972222,3,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
354150100,KOŁOBRZEG,2002-12-11,2013-06-09,synoptyczna,synop,54.1825,15.57972222,3,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
354150100,KOŁOBRZEG,2013-06-10,2018-04-08,synoptyczna,synop,54.1825,15.57972222,3,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
354150100,KOŁOBRZEG-DŹWIRZYNO,2018-04-09,,synoptyczna,synop,54.1586111,15.38888889,4,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
354160105,KOSZALIN,1951-01-01,1959-12-31,synoptyczna,klimat,54.2,16.15,30,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
354160105,KOSZALIN,1960-01-01,1965-12-31,synoptyczna,klimat,54.2044444,16.15555556,33,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
354160105,KOSZALIN,1966-01-01,1973-12-31,synoptyczna,synop,54.2044444,16.15555556,33,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
354160105,,1974-01-01,1975-12-31,,,,,,unavailable,https://klimat.imgw.pl/json/stacje.json,2026-07-28
354160105,KOSZALIN,1976-01-01,,synoptyczna,synop,54.2044444,16.15527778,33,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
354160115,USTKA,1951-01-01,1954-07-31,synoptyczna,klimat,54.5833333,16.86666667,6,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
354160115,USTKA,1954-08-01,1965-12-31,synoptyczna,klimat,54.5833333,16.86666667,6,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
354160115,USTKA,1966-01-01,1997-11-02,synoptyczna,synop,54.5833333,16.86666667,6,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
354160115,USTKA,1997-11-03,,synoptyczna,synop,54.5883333,16.85416667,3,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
354170120,ŁEBA,1951-01-01,1961-07-31,klimatologiczna,klimat,54.7666667,17.56666667,2,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
354170120,ŁEBA,1961-08-01,1965-12-31,synoptyczna,klimat,54.7666667,17.56666667,2,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
354170120,ŁEBA,1966-01-01,1972-06-30,synoptyczna,synop,54.7666667,17.56666667,2,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
354170120,ŁEBA,1972-07-01,,synoptyczna,synop,54.7536111,17.53472222,1,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
354170125,LĘBORK,1951-01-01,1965-12-31,synoptyczna,klimat,54.55,17.75,18,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
354170125,LĘBORK,1966-01-01,1983-09-08,synoptyczna,synop,54.55,17.75,18,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
354170125,LĘBORK,1983-09-09,,synoptyczna,synop,54.5530556,17.75694444,39,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
354180131,ŻARNOWIEC,1986-01-01,1991-10-15,synoptyczna,synop,54.7166667,18.08333333,5,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
354180131,ŻARNOWIEC,1991-10-16,1991-10-16,synoptyczna,,54.7166667,18.08333333,5,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
354180131,,1991-10-17,,,,,,,unavailable,https://klimat.imgw.pl/json/stacje.json,2026-07-28
354180135,HEL,1951-01-01,1951-06-30,klimatologiczna,klimat,54.6036111,18.81194444,1,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
354180135,HEL,1951-07-01,1964-06-17,synoptyczna,klimat,54.6036111,18.81194444,1,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
354180135,HEL,1964-06-18,1965-12-31,synoptyczna,klimat,54.6036111,18.81194444,1,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
354180135,HEL,1966-01-01,,synoptyczna,synop,54.6036111,18.81194444,1,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
354180140,GDAŃSK PORT-PÓŁNOCNY,1987-01-01,2012-12-31,synoptyczna,synop,54.3997222,18.69777778,2,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
354180140,GDAŃSK PORT-PÓŁNOCNY,2013-01-01,2013-01-01,synoptyczna,,54.3997222,18.69777778,2,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
354180140,,2013-01-02,,,,,,,unavailable,https://klimat.imgw.pl/json/stacje.json,2026-07-28
354180150,GDAŃSK-WRZESZCZ,1951-01-01,1965-12-31,synoptyczna,klimat,54.3833333,18.6,13,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
354180150,GDAŃSK-WRZESZCZ,1966-01-01,1974-04-30,synoptyczna,synop,54.3833333,18.6,13,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
354180150,GDAŃSK-RĘBIECHOWO,1974-05-01,1982-07-31,synoptyczna,synop,54.3808333,18.47,135,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
354180150,,1982-08-01,,,,,,,unavailable,https://klimat.imgw.pl/json/stacje.json,2026-07-28
354180155,GDAŃSK-ŚWIBNO,1982-08-01,1992-02-29,synoptyczna,synop,54.3336111,18.93444444,7,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
354180155,,1992-03-01,2012-12-31,,,,,,unavailable,https://klimat.imgw.pl/json/stacje.json,2026-07-28
354180155,GDAŃSK-ŚWIBNO,2013-01-01,,synoptyczna,synop,54.3336111,18.93444444,7,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
354190160,ELBLĄG,1951-01-01,1965-12-31,synoptyczna,klimat,54.1619444,19.43138889,40,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
354190160,ELBLĄG,1966-01-01,2013-03-31,synoptyczna,synop,54.1619444,19.43138889,40,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
354190160,ELBLĄG-MILEJEWO,2013-04-01,,synoptyczna,synop,54.2233333,19.54361111,189,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
354210185,KĘTRZYN,1966-01-01,1970-08-20,synoptyczna,synop,54.0833333,21.36666667,108,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
354210185,KĘTRZYN,1970-08-21,,synoptyczna,synop,54.0672222,21.36666667,106,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
354220195,SUWAŁKI,1951-01-01,1965-12-31,synoptyczna,klimat,54.1,22.95,195,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
354220195,SUWAŁKI,1966-01-01,1967-10-19,synoptyczna,synop,54.1,22.95,195,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
354220195,SUWAŁKI,1967-10-20,,synoptyczna,synop,54.1308333,22.94888889,184,official,https://klimat.imgw.pl/json/stacje.json,2026-07-28
